"dataset_id","title","species","tissues","organ_parts","cell_types","cells","spots","genes","development_stages","sex","stomics_technologies","sample_number","sections_number","disease","browser","summary","overall_design","submission_date","last_modified","contributors","contacts","citation","accessions","platforms","pmid","dataset_quality"
"STDS0000076","Spatio-temporal mRNA tracking in the early zebrafish embryo","Danio rerio;Xenopus laevis;Xenopus tropicalis","Embryo","Embryo","","0","0","32250","","","Tomo-seq","0","0","","","We performed spatially resolved transcriptomics with sub-single-cell resolution in zebrafish embryos at the one-cell stage, which allowed us to identify a class of mRNAs that is specifically localized at an extraembryonic position in the yolk sac, the vegetal pole. The 3’ UTRs of these localized genes are enriched in specific sequence motifs. Comparison to two frog species revealed relatively low conservation of localized genes, but high conservation of sequence motifs. In vivo RNA labeling followed by scRNA-seq revealed that a large number of the localized transcripts are specifically transported to the primordial germ cells.","Spatial transcriptomic data (tomo-seq) from zebrafish one-cell stage embroys, mature X. laevis and X. tropicalis oocytes. Single-cell metabolic labeling (scSLAM-seq) of zebrafish embryos at 6 hpf.","2020-09-30 00:00:00","2021-07-15 00:00:00","Karoline Holler;Anika Neuschulz;Philipp Boß;Janita Mintcheva;Roberto Arsiè;Uwe Ohler;Markus Landthaler;Jan P Junker","JanPhilipp.Junker@mdc-berlin.de","Holler, Karoline et al. “Spatio-temporal mRNA tracking in the early zebrafish embryo.” Nature communications vol. 12,1 3358. 7 Jun. 2021, doi:10.1038/s41467-021-23834-1","https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE158849","GPL20828;GPL21248;GPL21741;GPL24884","34099733","1"
"STDS0000010","A pig BodyMap transcriptome reveals diverse tissue physiologies and evolutionary dynamics of transcription","Sus scrofa","Muscle","Representative psoas major muscle","type I myofibers of the psoas major (PM) muscle;type IIA myofibers of the psoas major (PM) muscle;type  IIB myofibers of the psoas major (PM) muscle","0","5426","31780","","Female","10x Visium","2","2","","","Comprehensive transcriptomic survey of the pig (Sus scrofa) may lead to a better understanding of mechanisms of tissue specialization that underlie economic traits of this species and accelerate its use as a biomedical model. Here, we characterized four distinct transcript types (lncRNAs, TUCPs, miRNAs and circRNAs) in 31 adult pig tissues and two cell lines, together with protein-coding genes. We dissected their distinct structural and transcriptional features and uncovered transcriptome variability as related to tissue physiology. We discovered extraordinary diversity among 47 anatomically distinct skeletal muscle types, as well as among six adipose depots, which are linked to their diverse origins, metabolic features, cell composition, physical activity and mitochondrial pathways. In particular, transcription of HOX genes across skeletal muscles exhibited a position-dominant pattern, revealing a similar developmental history of these tissues within the same body part. Transcriptional patterns across adipose depots demonstrated a metabolically protective role of subcutaneous adipose tissue and the association of visceral adipose tissue with metabolic dysfunction. Comparative analysis of the transcriptomes of seven tissues of the pig and nine other vertebrates revealed insights into evolutionary divergence of transcription that contributes to lineage-specific tissue biology. We also analyzed long-range regulation of promoters by their enhancers with downstream transcription in subcutaneous adipose tissues of six mammals, showing that evolutionary stability of transcription can mainly be attributed to multiple enhancers buffering gene expression patterns against genetic perturbations, thereby conferring robustness during speciation. Collectively, this study offers a resource for the accelerated use of the pig as a biomedical model for human biology and disease and uncovers molecular bases of its diverse economic traits."," This study takes pig psoas major muscle tissue in two replicates as the object. Through spatial transcriptome research, we clarified the gene expression distribution of different types of muscle fibers in the tissue, and their corresponding marker genes were inentified.","2020-11-20 00:00:00","2021-07-08 00:00:00","Zeng B;Jin L","14044@sicau.edu.cn","Jin, Long et al. “A pig BodyMap transcriptome reveals diverse tissue physiologies and evolutionary dynamics of transcription.” Nature communications vol. 12,1 3715. 17 Jun. 2021, doi:10.1038/s41467-021-23560-8","https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE161882","Illumina NovaSeq 6000","34140474","4"
"STDS0000080","Sci-Space E14 Mouse Embryo Data","Mus musculus","Embryo","","","122278","0","52636","","","sci-Space","0","0","","","Spatial patterns of gene expression span many scales, and are shaped by both local (e.g. cell-cell interactions) and global (e.g. tissue, organ) context. However, most in situ methods for profiling gene expression either average local contexts or are restricted to limited fields of view. Here we introduce sci-Space, a scale-flexible method that retains single cell resolution while resolving spatial heterogeneity in gene expression at larger scales. As a proof-of-concept, we apply sci-Space to the developing mouse embryo (E14), capturing the approximate spatial coordinates of profiled cells from whole embryo serial sections.","Combinatorially indexed single cell TNA sequencing libraries. Each read contains a combination of PCR indices and a 3-prime barcode that uniquely identify the reads from a single cell. Sequenced molecules consist of both barcoded cDNA and barcoded synthetic hash-oligo molecules used to mark the spatial position from which a cell is derrived.","2021-02-12 00:00:00","2021-07-01 00:00:00","Sanjay R Srivatsan;Mary Regier","sanjays@uw.edu, sanjayrsrivatsan@gmail.com","Srivatsan, Sanjay R et al. “Embryo-scale, single-cell spatial transcriptomics.” Science (New York, N.Y.) vol. 373,6550 (2021): 111-117. doi:10.1126/science.abb9536","https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE166692","GPL21626","34210887","4"
"STDS0000011","Vitamin D sufficiency enhances differentiation of patient-derived prostate epithelial organoids","Homo sapiens","Prostate","Prostate epithelial organoids","stem cell;dividing cells;The “IntegrinHigh”;progenitor;luminal","19912","653","36648","","","10x Visium;scRNA","2","2","","","Spatially resolved gene expression was prepard by dissociated hman prostate tissue to single cells, and collected & prepped for RNA-seq using the Visium Spatial Gene Expression kit. 5000 cells were collected and sequenced at a depth of 50k cells/gene on a 2X150nt lane in a NovaSeq 6000. SpaceRanger alignment was performed to produce the RAW files","Two samples:ETOH, 25D","2020-10-20 00:00:00","2021-06-19 00:00:00","Garcia J;Loitz C;Nonn L","lnonn@uic.edu","McCray, Tara et al. “Vitamin D sufficiency enhances differentiation of patient-derived prostate epithelial organoids.” iScience vol. 24,1 101974. 5 Jan. 2021, doi:10.1016/j.isci.2020.101974","https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE159697;https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE142489","Illumina NovaSeq 6000","33458620","4"
"STDS0000094","Clump sequencing exposes the spatial expression programs of intestinal secretory cells","Mus musculus","","","","0","0","0","3 months;4 months","","ClumpSeq","0","0","","","We molecularly characterized Clumps and single cells from Jejunum. This enable us to uncover the zonation of rare secretory cells on crypt to villus axis.","mRNA profiles from clumps and single cells, EDTA isolated jejunum epithelial clumps and single cells were sequenced in several batches in an Illumina NextSeq.","2020-07-20 00:00:00","2021-06-15 00:00:00","Rita Manco;Inna Averbukh;Keren B Halpern;Porat Ziv;Ido Amit;Shalev Itzkovitz","","Manco, Rita et al. “Clump sequencing exposes the spatial expression programs of intestinal secretory cells.” Nature communications vol. 12,1 3074. 24 May. 2021, doi:10.1038/s41467-021-23245-2","https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE154714","GPL21626","34031373","2"
"STDS0000013","Single-cell spatial transcriptomic analysis reveals common and divergent features of developing postnatal granule cerebellar cells and medulloblastoma","Mus musculus","Cerebella","","Cerebellar granule neuron progenitors","0","24919","14146","","","Spatial Transcriptomics;scRNA","10","1","SHH medulloblastoma","","The progenitor/differentiation states of cerebellum granule cells have been investigated for many years. Deregulation of granule cells development is associated with the pathogenesis of medulloblastoma (MB).Our study reveals the cellular and spatial organization of cerebellar granule cells and provide direct evidence showing the similarity and discrepancy between normal development and tumorigenesis","Single cell mRNA profiles of 2 samples from Math1-GFP mice, 2 samples from Dcx-DsRed mice, 2 samples from WT mice and 3 SHH MBs from Patched+/- mice were generated by 10x Genomics plartform, without technical replication, and sequenced by NovaSeq 6000 (Illumina). Spatial transcriptomics (ST) profiles of 2 samples of P7 WT mice were generated by 10x Genomics plartform, without technical replication, and sequenced by NovaSeq 6000 (Illumina).","2020-08-21 00:00:00","2021-06-14 00:00:00","Wang J;Gao W","wj860520@163.com","Luo, Wenqin et al. “Single-cell spatial transcriptomic analysis reveals common and divergent features of developing postnatal granule cerebellar cells and medulloblastoma.” BMC biology vol. 19,1 135. 1 Jul. 2021, doi:10.1186/s12915-021-01071-8","https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE156633","Illumina NovaSeq 6000","34210306","3"
"STDS0000049","Human Breast Cancer: Ductal Carcinoma In Situ, Invasive Carcinoma (FFPE)","Homo sapiens","Breast","","","0","2518","17943","","Female","10x Visium","1","1","Breast Cancer","","5 µm section from Invasive Ductal Carcinoma of Homo sapiens Breast. FFPE tissue purchased from BioIVT Asterand Homo sapiens Tissue Specimens (BioIVT):","","2021-06-09 00:00:00","2021-06-09 00:00:00","","","","https://support.10xgenomics.com/spatial-gene-expression/datasets/1.3.0/Visium_FFPE_Human_Breast_Cancer","","","5"
"STDS0000048","Normal Human Prostate (FFPE)","Homo sapiens","Prostate","","","0","2543","17943","","Male","10x Visium","1","1","","","5 µm section from Homo sapiens prostate. FFPE tissue purchased from Indivumed Homo sapiens Tissue Specimens (Indivumed).","","2021-06-09 00:00:00","2021-06-09 00:00:00","","","","https://support.10xgenomics.com/spatial-gene-expression/datasets/1.3.0/Visium_FFPE_Human_Normal_Prostate","","","5"
"STDS0000046","Human Prostate Cancer, Adenocarcinoma with Invasive Carcinoma (FFPE)","Homo sapiens","Prostate","","","0","4371","17943","","Male","10x Visium","1","1","Prostate Cancer","","5 µm section from Adenocarcinoma of Homo sapiens Prostate. FFPE tissue purchased from Indivumed Homo sapiens Tissue Specimens (Indivumed).","","2021-06-09 00:00:00","2021-06-09 00:00:00","","","","https://support.10xgenomics.com/spatial-gene-expression/datasets/1.3.0/Visium_FFPE_Human_Prostate_Cancer","","","5"
"STDS0000009","Integrating Spatial Transcriptomics and Single-Cell RNA-seq Reveals the Gene Expression Profling of the Human Embryonic Liver","Homo sapiens","Embryo","Liver","B cell;dendritic cell (DC);DC1;DC2;early erythroblast;endothelial;HSC_MPP;fibroblast;hepatocyte;kupffer;ILC;late erythroblast;MEMP;mast cell;megakaryocyte;mid erythroblast;monocyte;monomac;neutrophilmyeloid;NK;pDC;Pre;PreB;ProB;VCAM1+","34339","4756","2705","8 PCW;17 PCW","","10x Visium","2","2","","","We use single-cell RNA-seq technology for unbiased analysis of fetal livers over developmental time from 8 postconception weeks (PCW) and 17 PCW in humans.","The sample contained one 8-postconception weeks and one 17-postconception weeks fetal livers.","2020-02-19 00:00:00","2021-06-09 00:00:00","Hou X;Dai Y","houxl115@126.com","Hou, Xianliang et al. “Integrating Spatial Transcriptomics and Single-Cell RNA-seq Reveals the Gene Expression Profling of the Human Embryonic Liver.” Frontiers in cell and developmental biology vol. 9 652408. 20 May. 2021, doi:10.3389/fcell.2021.652408","https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE167096","Illumina NovaSeq 6000","34095116","4"
