id_cp_interaction	interacting_pair	partner_a	partner_b	gene_a	gene_b	secreted	receptor_a	receptor_b	annotation_strategy	is_integrin	directionality	classification	Astrocytes|Astrocytes	Astrocytes|Erythroid cells	Astrocytes|Interneurons	Astrocytes|Neuroblasts1	Astrocytes|Neuroblasts2	Astrocytes|Neurons1	Astrocytes|Neurons2	Astrocytes|Neurons3	Astrocytes|Platelets	Astrocytes|Pyramidal cells	Astrocytes|Unknown	Erythroid cells|Astrocytes	Erythroid cells|Erythroid cells	Erythroid cells|Interneurons	Erythroid cells|Neuroblasts1	Erythroid cells|Neuroblasts2	Erythroid cells|Neurons1	Erythroid cells|Neurons2	Erythroid cells|Neurons3	Erythroid cells|Platelets	Erythroid cells|Pyramidal cells	Erythroid cells|Unknown	Interneurons|Astrocytes	Interneurons|Erythroid cells	Interneurons|Interneurons	Interneurons|Neuroblasts1	Interneurons|Neuroblasts2	Interneurons|Neurons1	Interneurons|Neurons2	Interneurons|Neurons3	Interneurons|Platelets	Interneurons|Pyramidal cells	Interneurons|Unknown	Neuroblasts1|Astrocytes	Neuroblasts1|Erythroid cells	Neuroblasts1|Interneurons	Neuroblasts1|Neuroblasts1	Neuroblasts1|Neuroblasts2	Neuroblasts1|Neurons1	Neuroblasts1|Neurons2	Neuroblasts1|Neurons3	Neuroblasts1|Platelets	Neuroblasts1|Pyramidal cells	Neuroblasts1|Unknown	Neuroblasts2|Astrocytes	Neuroblasts2|Erythroid cells	Neuroblasts2|Interneurons	Neuroblasts2|Neuroblasts1	Neuroblasts2|Neuroblasts2	Neuroblasts2|Neurons1	Neuroblasts2|Neurons2	Neuroblasts2|Neurons3	Neuroblasts2|Platelets	Neuroblasts2|Pyramidal cells	Neuroblasts2|Unknown	Neurons1|Astrocytes	Neurons1|Erythroid cells	Neurons1|Interneurons	Neurons1|Neuroblasts1	Neurons1|Neuroblasts2	Neurons1|Neurons1	Neurons1|Neurons2	Neurons1|Neurons3	Neurons1|Platelets	Neurons1|Pyramidal cells	Neurons1|Unknown	Neurons2|Astrocytes	Neurons2|Erythroid cells	Neurons2|Interneurons	Neurons2|Neuroblasts1	Neurons2|Neuroblasts2	Neurons2|Neurons1	Neurons2|Neurons2	Neurons2|Neurons3	Neurons2|Platelets	Neurons2|Pyramidal cells	Neurons2|Unknown	Neurons3|Astrocytes	Neurons3|Erythroid cells	Neurons3|Interneurons	Neurons3|Neuroblasts1	Neurons3|Neuroblasts2	Neurons3|Neurons1	Neurons3|Neurons2	Neurons3|Neurons3	Neurons3|Platelets	Neurons3|Pyramidal cells	Neurons3|Unknown	Platelets|Astrocytes	Platelets|Erythroid cells	Platelets|Interneurons	Platelets|Neuroblasts1	Platelets|Neuroblasts2	Platelets|Neurons1	Platelets|Neurons2	Platelets|Neurons3	Platelets|Platelets	Platelets|Pyramidal cells	Platelets|Unknown	Pyramidal cells|Astrocytes	Pyramidal cells|Erythroid cells	Pyramidal cells|Interneurons	Pyramidal cells|Neuroblasts1	Pyramidal cells|Neuroblasts2	Pyramidal cells|Neurons1	Pyramidal cells|Neurons2	Pyramidal cells|Neurons3	Pyramidal cells|Platelets	Pyramidal cells|Pyramidal cells	Pyramidal cells|Unknown	Unknown|Astrocytes	Unknown|Erythroid cells	Unknown|Interneurons	Unknown|Neuroblasts1	Unknown|Neuroblasts2	Unknown|Neurons1	Unknown|Neurons2	Unknown|Neurons3	Unknown|Platelets	Unknown|Pyramidal cells	Unknown|Unknown
CPI-CS0569B9B91	BMPR1B_BMPR2_BMPR1A	complex:BMPR1B_BMPR2	simple:P36894		BMPR1A	False	True	True	curated	False	Receptor-Receptor	Signaling by BMP	0.01	0.0	0.007	0.007	0.006	0.006	0.0	0.007	0.01	0.005	0.013	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006	0.0	0.003	0.004	0.003	0.002	0.0	0.004	0.007	0.002	0.009	0.007	0.0	0.003	0.004	0.003	0.003	0.0	0.004	0.007	0.002	0.009	0.007	0.0	0.004	0.005	0.004	0.003	0.0	0.005	0.007	0.003	0.01	0.006	0.0	0.003	0.003	0.002	0.002	0.0	0.003	0.006	0.001	0.009	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.008	0.0	0.004	0.005	0.004	0.003	0.0	0.005	0.008	0.003	0.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS0BA601DC4	BDNF_NTRK2	simple:P23560	simple:Q16620	BDNF	NTRK2	True	False	True	curated	False	Ligand-Receptor	Signaling by Brain-derived neurotrophic factor	0.015	0.0	0.02	0.008	0.003	0.02	0.004	0.007	0.013	0.008	0.004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.014	0.0	0.02	0.008	0.003	0.019	0.004	0.007	0.012	0.007	0.004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.015	0.0	0.02	0.008	0.003	0.02	0.004	0.007	0.013	0.008	0.004	0.023	0.0	0.029	0.017	0.012	0.028	0.013	0.016	0.021	0.016	0.013	0.015	0.0	0.021	0.009	0.004	0.021	0.005	0.008	0.013	0.008	0.005	0.025	0.0	0.031	0.019	0.014	0.031	0.015	0.018	0.023	0.018	0.015	0.016	0.0	0.021	0.01	0.005	0.021	0.005	0.008	0.014	0.009	0.006	0.015	0.0	0.021	0.009	0.004	0.021	0.005	0.008	0.013	0.009	0.005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS0E3AA6B7B	NTN4_NTRK2	simple:Q9HB63	simple:Q16620	NTN4	NTRK2	True	False	True	curated	False	Ligand-Receptor	Signaling by Netrin	0.017	0.0	0.022	0.01	0.005	0.022	0.006	0.009	0.015	0.01	0.006	0.018	0.0	0.023	0.011	0.006	0.023	0.007	0.01	0.016	0.011	0.007	0.015	0.0	0.021	0.009	0.004	0.021	0.005	0.008	0.013	0.009	0.005	0.018	0.0	0.024	0.012	0.007	0.023	0.008	0.011	0.016	0.011	0.008	0.02	0.0	0.025	0.013	0.008	0.025	0.009	0.012	0.018	0.013	0.009	0.014	0.0	0.02	0.008	0.003	0.02	0.004	0.007	0.012	0.007	0.004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.014	0.0	0.02	0.008	0.003	0.02	0.004	0.007	0.013	0.008	0.004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.014	0.0	0.02	0.008	0.003	0.02	0.004	0.007	0.012	0.007	0.004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS093E05DD4	NTF3_NTRK2	simple:P20783	simple:Q16620	NTF3	NTRK2	True	False	True	curated	False	Ligand-Receptor	Signaling by Neurotrophin	0.016	0.0	0.021	0.01	0.005	0.021	0.005	0.009	0.014	0.009	0.006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.014	0.0	0.02	0.008	0.003	0.019	0.004	0.007	0.012	0.007	0.004	0.018	0.0	0.023	0.012	0.006	0.023	0.007	0.01	0.016	0.011	0.007	0.014	0.0	0.02	0.008	0.003	0.02	0.004	0.007	0.013	0.008	0.004	0.021	0.0	0.026	0.015	0.01	0.026	0.011	0.014	0.019	0.014	0.011	0.018	0.0	0.024	0.012	0.007	0.023	0.008	0.011	0.016	0.011	0.008	0.015	0.0	0.02	0.008	0.003	0.02	0.004	0.007	0.013	0.008	0.004	0.02	0.0	0.026	0.014	0.009	0.025	0.01	0.013	0.018	0.013	0.01	0.027	0.0	0.033	0.021	0.016	0.033	0.017	0.02	0.025	0.02	0.017	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS084EA55C0	CLSTN1_NRXN1	simple:O94985	simple:Q9ULB1	CLSTN1	NRXN1	False	False	False	curated	False	Ligand-Receptor	Signaling by Calsyntenin	0.017	0.003	0.032	0.022	0.042	0.244	0.071	0.222	0.003	0.139	0.172	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.017	0.003	0.031	0.022	0.041	0.244	0.071	0.222	0.003	0.139	0.172	0.017	0.003	0.031	0.022	0.041	0.244	0.071	0.222	0.003	0.139	0.172	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.019	0.005	0.034	0.024	0.043	0.246	0.073	0.224	0.005	0.141	0.174	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.018	0.004	0.033	0.023	0.043	0.245	0.072	0.223	0.004	0.14	0.174	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.018	0.004	0.033	0.023	0.042	0.245	0.072	0.223	0.004	0.14	0.173	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS09A6C048C	CLSTN2_NRXN1	simple:Q9H4D0	simple:Q9ULB1	CLSTN2	NRXN1	False	False	False	curated	False	Ligand-Receptor	Signaling by Calsyntenin	0.017	0.003	0.032	0.022	0.041	0.244	0.071	0.222	0.003	0.139	0.172	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02	0.006	0.035	0.025	0.044	0.247	0.074	0.225	0.006	0.142	0.175	0.017	0.003	0.031	0.022	0.041	0.244	0.071	0.222	0.002	0.139	0.172	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03	0.015	0.044	0.035	0.054	0.256	0.083	0.234	0.015	0.151	0.185	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02	0.006	0.034	0.025	0.044	0.246	0.074	0.224	0.005	0.142	0.175	0.027	0.013	0.042	0.032	0.051	0.254	0.081	0.232	0.013	0.149	0.182	0.022	0.007	0.036	0.027	0.046	0.248	0.076	0.226	0.007	0.144	0.177	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS0B880A155	CLSTN3_NRXN1	simple:Q9BQT9	simple:Q9ULB1	CLSTN3	NRXN1	False	False	False	curated	False	Ligand-Receptor	Signaling by Calsyntenin	0.017	0.002	0.031	0.022	0.041	0.243	0.07	0.221	0.002	0.138	0.172	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.018	0.004	0.033	0.023	0.042	0.245	0.072	0.223	0.004	0.14	0.173	0.017	0.003	0.031	0.022	0.041	0.244	0.071	0.222	0.002	0.139	0.172	0.018	0.004	0.033	0.023	0.042	0.245	0.072	0.223	0.004	0.14	0.173	0.02	0.006	0.034	0.025	0.044	0.247	0.074	0.225	0.005	0.142	0.175	0.017	0.003	0.032	0.022	0.042	0.244	0.071	0.222	0.003	0.139	0.172	0.018	0.004	0.033	0.023	0.042	0.245	0.072	0.223	0.004	0.14	0.173	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.018	0.003	0.032	0.023	0.042	0.244	0.071	0.222	0.003	0.139	0.173	0.025	0.011	0.04	0.03	0.049	0.252	0.079	0.23	0.011	0.147	0.18
CPI-SS043D3630C	LRRTM1_NRXN1	simple:Q86UE6	simple:Q9ULB1	LRRTM1	NRXN1	False	False	False	curated	False	Ligand-Receptor	Signaling by Leucine-Rich Repeat Transmembrane Neuronal Protein	0.026	0.011	0.04	0.031	0.05	0.252	0.08	0.23	0.011	0.148	0.181	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.022	0.008	0.037	0.027	0.047	0.249	0.076	0.227	0.008	0.144	0.177	0.027	0.013	0.042	0.032	0.051	0.254	0.081	0.232	0.013	0.149	0.182	0.022	0.008	0.037	0.027	0.047	0.249	0.076	0.227	0.008	0.144	0.177	0.046	0.032	0.061	0.051	0.07	0.273	0.1	0.251	0.032	0.168	0.201	0.023	0.009	0.038	0.028	0.047	0.25	0.077	0.228	0.009	0.145	0.178	0.024	0.01	0.039	0.029	0.048	0.251	0.078	0.229	0.01	0.146	0.179	0.02	0.006	0.035	0.025	0.044	0.247	0.074	0.225	0.006	0.142	0.175	0.049	0.035	0.064	0.054	0.073	0.276	0.103	0.254	0.035	0.171	0.204	0.042	0.028	0.056	0.047	0.066	0.269	0.096	0.247	0.027	0.164	0.197
CPI-SS0E5F8A5F7	LRRTM2_NRXN1	simple:O43300	simple:Q9ULB1	LRRTM2	NRXN1	False	False	False	curated	False	Ligand-Receptor	Signaling by Leucine-Rich Repeat Transmembrane Neuronal Protein	0.017	0.003	0.032	0.022	0.041	0.244	0.071	0.222	0.003	0.139	0.172	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.018	0.004	0.033	0.023	0.042	0.245	0.072	0.223	0.004	0.14	0.173	0.018	0.003	0.032	0.023	0.042	0.244	0.071	0.222	0.003	0.139	0.173	0.017	0.003	0.031	0.022	0.041	0.244	0.071	0.222	0.003	0.139	0.172	0.019	0.005	0.033	0.024	0.043	0.246	0.073	0.224	0.005	0.141	0.174	0.018	0.004	0.033	0.023	0.042	0.245	0.072	0.223	0.004	0.14	0.173	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.017	0.003	0.032	0.022	0.042	0.244	0.071	0.222	0.003	0.139	0.172	0.019	0.005	0.033	0.024	0.043	0.246	0.073	0.224	0.005	0.141	0.174	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS0626DF0EB	LRRTM3_NRXN1	simple:Q86VH5	simple:Q9ULB1	LRRTM3	NRXN1	False	False	False	curated	False	Ligand-Receptor	Signaling by Leucine-Rich Repeat Transmembrane Neuronal Protein	0.02	0.006	0.034	0.025	0.044	0.247	0.074	0.225	0.005	0.142	0.175	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.022	0.008	0.037	0.027	0.046	0.249	0.076	0.227	0.008	0.144	0.177	0.02	0.005	0.034	0.025	0.044	0.246	0.073	0.224	0.005	0.141	0.175	0.019	0.005	0.034	0.024	0.044	0.246	0.073	0.224	0.005	0.141	0.174	0.044	0.03	0.059	0.049	0.068	0.271	0.098	0.249	0.03	0.166	0.199	0.021	0.006	0.035	0.026	0.045	0.247	0.075	0.225	0.006	0.143	0.176	0.028	0.014	0.043	0.033	0.052	0.255	0.082	0.233	0.014	0.15	0.183	0.017	0.003	0.032	0.022	0.041	0.244	0.071	0.222	0.003	0.139	0.172	0.033	0.019	0.047	0.038	0.057	0.26	0.087	0.238	0.019	0.155	0.188	0.021	0.006	0.035	0.026	0.045	0.247	0.075	0.225	0.006	0.143	0.176
CPI-SS03466C597	LRRTM4_NRXN1	simple:Q86VH4	simple:Q9ULB1	LRRTM4	NRXN1	False	False	False	curated	False	Ligand-Receptor	Signaling by Leucine-Rich Repeat Transmembrane Neuronal Protein	0.017	0.003	0.032	0.022	0.042	0.244	0.071	0.222	0.003	0.139	0.172	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.018	0.003	0.032	0.023	0.042	0.244	0.071	0.222	0.003	0.139	0.173	0.017	0.003	0.032	0.022	0.041	0.244	0.071	0.222	0.003	0.139	0.172	0.017	0.003	0.031	0.022	0.041	0.244	0.071	0.222	0.003	0.139	0.172	0.021	0.007	0.036	0.026	0.045	0.248	0.075	0.226	0.007	0.143	0.176	0.019	0.005	0.033	0.024	0.043	0.245	0.073	0.223	0.004	0.141	0.174	0.018	0.004	0.033	0.023	0.042	0.245	0.072	0.223	0.004	0.14	0.173	0.017	0.003	0.032	0.022	0.042	0.244	0.071	0.222	0.003	0.139	0.172	0.022	0.008	0.036	0.027	0.046	0.248	0.076	0.226	0.007	0.144	0.177	0.021	0.006	0.035	0.026	0.045	0.247	0.074	0.225	0.006	0.142	0.176
CPI-SS0D2DF7881	NLGN1_NRXN1	simple:Q8N2Q7	simple:Q9ULB1	NLGN1	NRXN1	False	False	False	curated	False	Ligand-Receptor	Signaling by Neuroligin	0.053	0.039	0.067	0.058	0.077	0.28	0.107	0.258	0.039	0.175	0.208	0.019	0.004	0.033	0.024	0.043	0.245	0.072	0.223	0.004	0.14	0.174	0.042	0.027	0.056	0.047	0.066	0.268	0.095	0.246	0.027	0.163	0.197	0.066	0.052	0.081	0.071	0.091	0.293	0.12	0.271	0.052	0.188	0.222	0.04	0.026	0.055	0.045	0.065	0.267	0.094	0.245	0.026	0.162	0.196	0.066	0.051	0.08	0.071	0.09	0.292	0.12	0.27	0.051	0.188	0.221	0.018	0.004	0.033	0.023	0.042	0.245	0.072	0.223	0.004	0.14	0.173	0.052	0.038	0.066	0.057	0.076	0.279	0.106	0.257	0.037	0.174	0.207	0.023	0.009	0.038	0.028	0.047	0.25	0.077	0.228	0.009	0.145	0.178	0.05	0.036	0.065	0.055	0.074	0.277	0.104	0.255	0.036	0.172	0.205	0.07	0.056	0.085	0.075	0.094	0.297	0.124	0.275	0.056	0.192	0.225
CPI-SS0B360C289	NLGN2_NRXN1	simple:Q8NFZ4	simple:Q9ULB1	NLGN2	NRXN1	False	False	False	curated	False	Ligand-Receptor	Signaling by Neuroligin	0.025	0.011	0.039	0.03	0.049	0.252	0.079	0.23	0.011	0.147	0.18	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.043	0.028	0.057	0.048	0.067	0.269	0.096	0.247	0.028	0.164	0.198	0.029	0.015	0.044	0.034	0.053	0.256	0.083	0.234	0.015	0.151	0.184	0.023	0.009	0.037	0.028	0.047	0.25	0.077	0.228	0.008	0.145	0.178	0.04	0.026	0.054	0.045	0.064	0.266	0.094	0.244	0.025	0.162	0.195	0.021	0.007	0.036	0.026	0.045	0.248	0.075	0.226	0.007	0.143	0.176	0.039	0.024	0.053	0.044	0.063	0.265	0.092	0.243	0.024	0.161	0.194	0.025	0.01	0.039	0.03	0.049	0.251	0.078	0.229	0.01	0.146	0.18	0.035	0.021	0.05	0.04	0.06	0.262	0.089	0.24	0.021	0.157	0.19	0.045	0.031	0.06	0.05	0.069	0.272	0.099	0.25	0.031	0.167	0.2
CPI-SS0613D0B62	NLGN3_NRXN1	simple:Q9NZ94	simple:Q9ULB1	NLGN3	NRXN1	False	False	False	curated	False	Ligand-Receptor	Signaling by Neuroligin	0.023	0.009	0.037	0.028	0.047	0.25	0.077	0.228	0.008	0.145	0.178	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03	0.016	0.044	0.035	0.054	0.257	0.084	0.235	0.015	0.152	0.185	0.021	0.007	0.035	0.026	0.045	0.248	0.075	0.226	0.007	0.143	0.176	0.019	0.005	0.034	0.024	0.043	0.246	0.073	0.224	0.005	0.141	0.174	0.026	0.012	0.041	0.031	0.05	0.253	0.08	0.231	0.012	0.148	0.181	0.02	0.005	0.034	0.025	0.044	0.246	0.073	0.224	0.005	0.141	0.175	0.031	0.017	0.045	0.036	0.055	0.258	0.085	0.236	0.017	0.153	0.186	0.018	0.004	0.033	0.023	0.042	0.245	0.072	0.223	0.004	0.14	0.173	0.025	0.011	0.04	0.03	0.05	0.252	0.079	0.23	0.011	0.147	0.18	0.021	0.007	0.035	0.026	0.045	0.248	0.075	0.226	0.007	0.143	0.176
CPI-SS0FA378947	NLGN4X_NRXN1	simple:Q8N0W4	simple:Q9ULB1	NLGN4X	NRXN1	False	False	False	curated	False	Ligand-Receptor	Signaling by Neuroligin	0.018	0.004	0.032	0.023	0.042	0.245	0.072	0.223	0.004	0.14	0.173	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.022	0.008	0.036	0.027	0.046	0.249	0.076	0.227	0.008	0.144	0.177	0.019	0.005	0.034	0.024	0.043	0.246	0.073	0.224	0.005	0.141	0.174	0.017	0.003	0.032	0.022	0.041	0.244	0.071	0.222	0.003	0.139	0.172	0.021	0.007	0.035	0.026	0.045	0.248	0.075	0.226	0.006	0.143	0.176	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02	0.006	0.035	0.025	0.044	0.247	0.074	0.225	0.006	0.142	0.175	0.025	0.011	0.039	0.03	0.049	0.252	0.079	0.23	0.01	0.147	0.18	0.022	0.008	0.036	0.027	0.046	0.249	0.076	0.227	0.007	0.144	0.177	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS0BF9265F0	CLSTN1_NRXN2	simple:O94985	simple:P58401	CLSTN1	NRXN2	False	False	False	curated	False	Ligand-Receptor	Signaling by Calsyntenin	0.02	0.0	0.122	0.022	0.023	0.136	0.044	0.137	0.046	0.073	0.076	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.019	0.0	0.121	0.022	0.022	0.136	0.044	0.136	0.045	0.072	0.075	0.02	0.0	0.121	0.022	0.022	0.136	0.044	0.136	0.046	0.072	0.075	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.022	0.0	0.123	0.024	0.024	0.138	0.046	0.138	0.048	0.074	0.078	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.021	0.0	0.123	0.023	0.024	0.137	0.045	0.138	0.047	0.074	0.077	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.021	0.0	0.123	0.023	0.024	0.137	0.045	0.137	0.047	0.074	0.077	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS093707FE0	CLSTN2_NRXN2	simple:Q9H4D0	simple:P58401	CLSTN2	NRXN2	False	False	False	curated	False	Ligand-Receptor	Signaling by Calsyntenin	0.02	0.0	0.121	0.022	0.022	0.136	0.044	0.136	0.046	0.072	0.075	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.023	0.0	0.124	0.025	0.025	0.139	0.047	0.139	0.049	0.075	0.078	0.019	0.0	0.121	0.022	0.022	0.135	0.043	0.136	0.045	0.072	0.075	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.032	0.0	0.134	0.034	0.035	0.148	0.056	0.149	0.058	0.085	0.088	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.022	0.0	0.124	0.025	0.025	0.138	0.046	0.139	0.048	0.075	0.078	0.03	0.0	0.132	0.032	0.033	0.146	0.054	0.146	0.056	0.083	0.086	0.024	0.0	0.126	0.027	0.027	0.14	0.048	0.141	0.05	0.077	0.08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS0C1A7F44C	CLSTN3_NRXN2	simple:Q9BQT9	simple:P58401	CLSTN3	NRXN2	False	False	False	curated	False	Ligand-Receptor	Signaling by Calsyntenin	0.019	0.0	0.121	0.021	0.022	0.135	0.043	0.136	0.045	0.072	0.075	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.021	0.0	0.122	0.023	0.023	0.137	0.045	0.137	0.047	0.073	0.076	0.019	0.0	0.121	0.022	0.022	0.135	0.043	0.136	0.045	0.072	0.075	0.021	0.0	0.123	0.023	0.023	0.137	0.045	0.137	0.047	0.074	0.077	0.022	0.0	0.124	0.025	0.025	0.138	0.046	0.139	0.048	0.075	0.078	0.02	0.0	0.122	0.022	0.023	0.136	0.044	0.137	0.046	0.073	0.076	0.021	0.0	0.123	0.023	0.024	0.137	0.045	0.138	0.047	0.074	0.077	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02	0.0	0.122	0.022	0.023	0.136	0.044	0.137	0.046	0.073	0.076	0.028	0.0	0.129	0.03	0.03	0.144	0.052	0.144	0.054	0.08	0.084
CPI-SS0888FD8F7	LRRTM1_NRXN2	simple:Q86UE6	simple:P58401	LRRTM1	NRXN2	False	False	False	curated	False	Ligand-Receptor	Signaling by Leucine-Rich Repeat Transmembrane Neuronal Protein	0.028	0.0	0.13	0.031	0.031	0.144	0.052	0.145	0.054	0.081	0.084	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.025	0.0	0.127	0.027	0.028	0.141	0.049	0.142	0.051	0.078	0.081	0.03	0.0	0.131	0.032	0.032	0.146	0.054	0.146	0.056	0.082	0.086	0.025	0.0	0.127	0.027	0.028	0.141	0.049	0.142	0.051	0.078	0.081	0.049	0.0	0.15	0.051	0.051	0.165	0.073	0.165	0.075	0.101	0.105	0.026	0.0	0.127	0.028	0.028	0.142	0.05	0.142	0.052	0.078	0.082	0.027	0.0	0.128	0.029	0.029	0.143	0.051	0.143	0.053	0.079	0.083	0.023	0.0	0.124	0.025	0.025	0.139	0.047	0.139	0.049	0.075	0.078	0.052	0.0	0.153	0.054	0.054	0.168	0.076	0.168	0.078	0.104	0.107	0.044	0.0	0.146	0.047	0.047	0.161	0.068	0.161	0.07	0.097	0.1
CPI-SS023A16921	LRRTM2_NRXN2	simple:O43300	simple:P58401	LRRTM2	NRXN2	False	False	False	curated	False	Ligand-Receptor	Signaling by Leucine-Rich Repeat Transmembrane Neuronal Protein	0.02	0.0	0.122	0.022	0.023	0.136	0.044	0.136	0.046	0.073	0.076	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.021	0.0	0.122	0.023	0.023	0.137	0.045	0.137	0.047	0.073	0.077	0.02	0.0	0.122	0.022	0.023	0.136	0.044	0.137	0.046	0.073	0.076	0.02	0.0	0.121	0.022	0.022	0.136	0.044	0.136	0.046	0.072	0.075	0.022	0.0	0.123	0.024	0.024	0.138	0.046	0.138	0.048	0.074	0.077	0.021	0.0	0.122	0.023	0.023	0.137	0.045	0.137	0.047	0.073	0.077	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02	0.0	0.122	0.022	0.023	0.136	0.044	0.137	0.046	0.073	0.076	0.021	0.0	0.123	0.024	0.024	0.138	0.045	0.138	0.047	0.074	0.077	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS08D8F6957	LRRTM3_NRXN2	simple:Q86VH5	simple:P58401	LRRTM3	NRXN2	False	False	False	curated	False	Ligand-Receptor	Signaling by Leucine-Rich Repeat Transmembrane Neuronal Protein	0.022	0.0	0.124	0.025	0.025	0.138	0.046	0.139	0.048	0.075	0.078	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.025	0.0	0.127	0.027	0.028	0.141	0.049	0.142	0.051	0.078	0.081	0.022	0.0	0.124	0.024	0.025	0.138	0.046	0.139	0.048	0.075	0.078	0.022	0.0	0.124	0.024	0.025	0.138	0.046	0.139	0.048	0.075	0.078	0.047	0.0	0.148	0.049	0.049	0.163	0.071	0.163	0.073	0.099	0.103	0.023	0.0	0.125	0.026	0.026	0.139	0.047	0.14	0.049	0.076	0.079	0.031	0.0	0.132	0.033	0.033	0.147	0.055	0.147	0.057	0.083	0.086	0.02	0.0	0.122	0.022	0.022	0.136	0.044	0.136	0.046	0.073	0.076	0.035	0.0	0.137	0.038	0.038	0.152	0.06	0.152	0.061	0.088	0.091	0.023	0.0	0.125	0.026	0.026	0.139	0.047	0.14	0.049	0.076	0.079
